Unnamed: 0,GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7
961,114435,0.12329,0.876581,0.000128,0.876581,0.0,0.120895,0.879105,0.003696604,0.0,0.119593396,0.0604475,0.0,0.0604475,0.0,0.0,0.0,0.0
962,114457,0.73117,0.204632,0.064197,0.0,0.204632,0.035311,0.964689,0.703120125,0.028049875,0.0,0.035311,0.0,0.0,0.0,0.0,0.0,0.0
963,114462,0.568625,0.431375,0.0,0.0,0.431375,0.0,1.0,0.256675051,0.31194995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,114464,0.37963,0.609971,0.010399,0.270300109,0.339670891,0.078405,0.921595,0.0,0.351609889,0.028020111,0.038340045,0.0,0.040064955,0.0,0.0,0.0,0.0
965,114502,0.0,1.0,0.0,0.019967,0.980033,0.115306,0.884694,0.0,0.0,0.0,0.0,0.038435295,0.038435295,0.0,0.038435295,0.0,0.0
966,114517,0.05192,0.946703,0.001377,0.0,0.946703,0.168716,0.831284,0.0,0.041797469,0.010122531,0.042179,0.0,0.084358,0.042179,0.0,0.0,0.0
967,114550,0.022924,0.974181,0.002896,0.013668734,0.960512266,0.566437,0.433563,0.005826799,0.017097201,0.0,0.0,0.0,0.069497288,0.421392876,0.045233393,0.030313442,0.0
968,114570,0.457287,0.526347,0.016365,0.121071916,0.405275084,0.076019,0.923981,0.024567744,0.432719256,0.0,0.0,0.0,0.036224954,0.0,0.039794046,0.0,0.0
969,114586,0.437056,0.561255,0.001689,0.0,0.561255,0.175421,0.824579,0.012757665,0.411583939,0.012714833,0.0,0.0,0.0350842,0.1052526,0.0350842,0.0,0.0
970,114587,0.008752,0.991248,0.0,0.033710362,0.957537638,0.364969,0.635031,0.005710557,0.003041443,0.0,0.025938712,0.0,0.130424227,0.208606061,0.0,0.0,0.0
971,114588,0.817306,0.18153,0.001164,0.061340258,0.120189742,0.212688,0.787312,0.018017511,0.659212049,0.140076441,0.0,0.031690512,0.0,0.031690512,0.095071536,0.05423544,0.0
972,114600,0.444211,0.517346,0.038442,0.0,0.517346,0.091226,0.908774,0.086118742,0.358092258,0.0,0.079487494,0.0,0.0,0.0,0.011738506,0.0,0.0
973,114602,0.195012,0.804988,0.0,0.279188353,0.525799647,0.527718,0.472282,0.0,0.063818262,0.131193738,0.103011081,0.026414397,0.0,0.045675048,0.20112019,0.151497283,0.0
974,114620,0.143999,0.811908,0.044094,0.0,0.811908,0.127656,0.872344,0.059757281,0.084241719,0.0,0.0,0.0,0.0574452,0.0,0.0702108,0.0,0.0
975,114642,0.197412,0.802588,0.0,0.752827544,0.049760456,0.037733,0.962267,0.0,0.0,0.197412,0.0,0.0,0.0,0.0,0.037733,0.0,0.0
976,114650,0.839671,0.148904,0.011425,0.0,0.148904,0.145336,0.854664,0.308348183,0.531322817,0.0,0.043164792,0.068162584,0.0,0.0,0.034008624,0.0,0.0
977,114654,0.514936,0.462452,0.022612,0.149864507,0.312587493,0.105198,0.894802,0.070337683,0.421290254,0.023308063,0.0,0.042457492,0.020913468,0.020913468,0.020913468,0.0,0.0
978,114658,0.038073,0.957706,0.00422,0.083610607,0.874095393,0.739265,0.260735,0.0,0.032325271,0.005747729,0.72300117,0.0,0.0,0.0,0.01626383,0.0,0.0
979,114682,0.777613,0.183994,0.038392,0.0,0.183994,0.067922,0.932078,0.716473178,0.061139822,0.0,0.0,0.0,0.0,0.0,0.067922,0.0,0.0
980,114688,0.218396,0.781604,0.0,0.0,0.781604,0.373078,0.626922,0.122153688,0.096242312,0.0,0.0,0.026515027,0.320047947,0.026515027,0.0,0.0,0.0
981,114695,0.843552,0.155438,0.00101,0.0,0.155438,0.053077,0.946923,0.0,0.700453526,0.143098474,0.0,0.0,0.0,0.0,0.053077,0.0,0.0
982,114696,0.848858,0.15016,0.000982,0.0,0.15016,0.033957,0.966043,0.79428407,0.05457393,0.0,0.0,0.0,0.0,0.0,0.033957,0.0,0.0
983,114741,0.072547,0.927453,0.0,0.0,0.927453,0.277671,0.722329,0.015114732,0.057432268,0.0,0.0,0.0,0.1110684,0.1110684,0.0555342,0.0,0.0
984,114772,0.017786,0.982214,0.0,0.0,0.982214,0.128127,0.871873,0.017786,0.0,0.0,0.003836122,0.031072719,0.031072719,0.0,0.031072719,0.031072719,0.0
985,114815,0.0,1.0,0.0,0.097335,0.902665,0.225879,0.774121,0.0,0.0,0.0,0.225879,0.0,0.0,0.0,0.0,0.0,0.0
986,114863,0.045414,0.947822,0.006764,0.03081085,0.91701115,0.793439,0.206561,0.010832284,0.034581716,0.0,0.0,0.0,0.0,0.185056158,0.343902646,0.264479402,0.0
987,114893,0.653987,0.346013,0.0,0.0,0.346013,0.212842,0.787158,0.086473431,0.567513569,0.0,0.096265031,0.030446197,0.030446197,0.0,0.055684788,0.0,0.0
988,114896,0.200167,0.788997,0.010836,0.0,0.788997,0.224173,0.775827,0.178934285,0.021232715,0.0,0.032596996,0.0,0.05021946,0.048955796,0.070797869,0.021602879,0.0
989,114898,0.227493,0.747983,0.024524,0.029537849,0.718445151,0.235321,0.764679,0.008399497,0.219093503,0.0,0.029430186,0.0,0.029430186,0.150068437,0.026392191,0.0,0.0
990,114957,0.025959,0.974041,0.0,0.249101245,0.724939755,0.203339,0.796661,0.0,0.005867175,0.020091825,0.0,0.0,0.029890833,0.023994002,0.149454165,0.0,0.0
991,114965,0.04321,0.951961,0.004829,0.0,0.951961,0.052249,0.947751,0.03827935,0.00493065,0.0,0.0,0.0,0.052249,0.0,0.0,0.0,0.0
992,114966,0.044961,0.955039,0.0,0.035703178,0.919335822,0.235384,0.764616,0.010091856,0.034869144,0.0,0.028304691,0.058850472,0.118541736,0.029687101,0.0,0.0,0.0
993,114993,0.814352,0.163524,0.022124,0.0,0.163524,0.131977,0.868023,0.736072414,0.078279586,0.0,0.0,0.0,0.035203545,0.0,0.07542314,0.021350183,0.0
994,115031,0.445857,0.546109,0.008034,0.0,0.546109,0.151422,0.848578,0.0,0.311732514,0.134124486,0.148781655,0.0,0.0,0.0,0.002640345,0.0,0.0
995,115033,0.425255,0.574745,0.0,0.0,0.574745,0.373682,0.626318,0.379140348,0.046114652,0.0,0.0,0.04671025,0.04671025,0.04671025,0.14013075,0.070252216,0.023168284
996,115042,0.622582,0.349007,0.028411,0.0,0.349007,0.254487,0.745513,0.288461541,0.334120459,0.0,0.0,0.0,0.254487,0.0,0.0,0.0,0.0
997,115051,0.847363,0.152637,0.0,0.0,0.152637,0.079169,0.920831,0.409190745,0.438172255,0.0,0.0,0.0,0.0,0.0,0.079169,0.0,0.0
998,115073,0.483536,0.465258,0.051206,0.0,0.465258,0.0,1.0,0.441249326,0.042286674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,115091,0.680531,0.22696,0.092509,0.0,0.22696,0.538756,0.461244,0.205824559,0.474706441,0.0,0.0,0.0,0.097623126,0.0,0.130239414,0.279611131,0.031282328
1000,115094,0.950155,0.0,0.049845,0.0,0.0,0.142862,0.857138,0.91288327,0.03727173,0.0,0.0,0.023857954,0.0,0.0,0.071431,0.047573046,0.0
1001,115102,0.326782,0.64144,0.031777,0.159937291,0.481502709,0.184619,0.815381,0.0,0.23445236,0.09232964,0.0,0.0369238,0.1107714,0.0,0.0369238,0.0,0.0
1002,115106,0.107013,0.881299,0.011687,0.775451465,0.105847535,0.452513,0.547487,0.0,0.019087374,0.087925626,0.040041518,0.0,0.160693249,0.030210673,0.156621537,0.0,0.064945571
1003,115109,0.865847,0.106967,0.027187,0.0534835,0.0534835,0.051114,0.948886,0.003703228,0.317277511,0.544866261,0.006082566,0.0,0.0,0.0,0.045031434,0.0,0.0
1004,115114,0.02873,0.97127,0.0,0.97127,0.0,0.178847,0.821153,0.000922,0.0,0.027807853,0.09665965,0.041093675,0.041093675,0.0,0.0,0.0,0.0
1005,115126,0.035021,0.950345,0.014634,0.0,0.950345,0.474708,0.525292,0.017633109,0.017387891,0.0,0.3797664,0.0,0.0,0.0949416,0.0,0.0,0.0
1006,115132,0.737328,0.244044,0.018628,0.0,0.244044,0.019147,0.980853,0.665069856,0.072258144,0.0,0.0,0.0,0.0,0.0,0.019147,0.0,0.0
1007,115143,0.01638,0.98362,0.0,0.056646676,0.926973324,0.473321,0.526679,0.01638,0.0,0.0,0.349784219,0.024612692,0.0,0.024612692,0.074311397,0.0,0.0
1008,115163,0.211469,0.788531,0.0,0.211807312,0.576723688,0.254238,0.745762,0.019470585,0.125184361,0.066814053,0.058533215,0.0,0.087799822,0.029266607,0.078638102,0.0,0.0
1009,115191,0.490662,0.437249,0.072089,0.0,0.437249,0.442724,0.557276,0.195492498,0.295169502,0.0,0.0,0.034089748,0.034089748,0.0,0.238185512,0.136358992,0.0
1010,115235,0.860199,0.0,0.139801,0.0,0.0,0.198232,0.801768,0.085218195,0.759233142,0.015747663,0.0,0.0,0.0,0.049558,0.099116,0.049558,0.0
1011,115247,0.126992,0.858072,0.014936,0.041954572,0.816117428,0.629921,0.370079,0.0,0.115927949,0.011064051,0.0,0.0,0.09448815,0.476220276,0.029606287,0.0,0.029606287
1012,115255,0.791894,0.189669,0.018437,0.0,0.189669,0.0,1.0,0.03998352,0.743663696,0.008247576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,115272,0.269457,0.730543,0.0,0.0,0.730543,0.040496,0.959504,0.010526068,0.254081784,0.004849148,0.0,0.0,0.040496,0.0,0.0,0.0,0.0
1014,115275,0.588764,0.39259,0.018646,0.0,0.39259,0.357156,0.642844,0.46707178,0.090345836,0.031346384,0.0,0.0,0.025471294,0.0,0.224638981,0.107045725,0.0
1015,115299,0.265018,0.713931,0.021051,0.064967721,0.648963279,0.663665,0.336335,0.0,0.239240229,0.025777771,0.02787393,0.0,0.19379018,0.386916695,0.055084195,0.0,0.0
1016,115304,0.200569,0.792013,0.007417,0.093790179,0.698222821,0.076044,0.923956,0.0,0.157609527,0.042959473,0.0,0.0,0.0,0.0,0.025322652,0.050721348,0.0
1017,115314,0.096681,0.886274,0.017045,0.0,0.886274,0.127503,0.872497,0.0,0.096681,0.0,0.021293001,0.042458499,0.021293001,0.0,0.042458499,0.0,0.0
1018,115330,0.844035,0.155965,0.0,0.0,0.155965,0.107961,0.892039,0.580041953,0.263993047,0.0,0.0,0.0,0.035951013,0.0,0.072009987,0.0,0.0
1019,115339,0.291958,0.708042,0.0,0.0,0.708042,0.070981,0.929019,0.01312468,0.27883332,0.0,0.070981,0.0,0.0,0.0,0.0,0.0,0.0
1020,115357,0.649893,0.305494,0.044613,0.0,0.305494,0.252561,0.747439,0.443100297,0.206792703,0.0,0.0,0.0,0.0,0.084102813,0.168458187,0.0,0.0
1021,115368,0.522173,0.477827,0.0,0.066336245,0.411490755,0.295494,0.704506,0.003889145,0.518283855,0.0,0.007978338,0.0,0.041073666,0.041073666,0.0,0.20536833,0.0
1022,115384,0.707979,0.275409,0.016612,0.183697803,0.091711197,0.077599,0.922401,0.001425162,0.128424559,0.57812928,0.007216707,0.0,0.0,0.0,0.070382293,0.0,0.0
1023,115385,0.712926,0.271107,0.015967,0.0,0.271107,0.552306,0.447694,0.020742582,0.668696784,0.023485921,0.0,0.035605511,0.038502908,0.125091234,0.174565148,0.178541199,0.0
1024,115389,0.397958,0.602042,0.0,0.286133705,0.315908295,0.0,1.0,0.0,0.033273666,0.364684334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,115390,0.499764,0.457101,0.043136,0.0,0.457101,0.173372,0.826628,0.414533248,0.085230752,0.0,0.0346744,0.0,0.0346744,0.0693488,0.0,0.0,0.0346744
1026,115399,0.151937,0.836705,0.011358,0.0,0.836705,0.73227,0.26773,0.141294269,0.010642731,0.0,0.70810509,0.0,0.02416491,0.0,0.0,0.0,0.0
1027,115402,0.051867,0.819902,0.128231,0.734273895,0.085628105,0.628802,0.371198,0.0,0.0,0.051867,0.0,0.048458626,0.079869172,0.0,0.442321964,0.058151609,0.0
1028,115426,0.5117,0.469991,0.018309,0.048994682,0.420996318,0.10961,0.89039,0.394403009,0.117296991,0.0,0.0,0.0274025,0.054805,0.0,0.0274025,0.0,0.0
1029,115430,0.234047,0.740564,0.025389,0.624914564,0.115649436,0.105494,0.894506,0.0,0.016877363,0.217169637,0.0,0.035129502,0.0,0.0,0.070364498,0.0,0.0
1030,115449,0.752436,0.222111,0.025452,0.0,0.222111,0.078576,0.921424,0.114810447,0.637625553,0.0,0.0,0.0,0.0,0.0,0.078576,0.0,0.0
1031,115450,0.354249,0.633762,0.01199,0.594468756,0.039293244,0.528983,0.471017,0.0,0.057209088,0.297039912,0.0,0.029593425,0.029593425,0.029593425,0.264227009,0.175975188,0.0
1032,115490,0.161897,0.824075,0.014028,0.0,0.824075,0.725432,0.274568,0.14408833,0.01780867,0.0,0.684082376,0.0,0.0,0.0,0.041349624,0.0,0.0
1033,115506,0.603851,0.36748,0.028669,0.0,0.36748,0.08013,0.91987,0.580994636,0.022856364,0.0,0.0,0.0,0.0,0.0,0.08013,0.0,0.0
1034,115515,0.102056,0.892478,0.005465,0.0,0.892478,0.126056,0.873944,0.006285017,0.095770983,0.0,0.059066816,0.0,0.052045875,0.0,0.014943309,0.0,0.0
1035,115525,0.579,0.421,0.0,0.0,0.421,0.342,0.658,0.052689,0.447567,0.078744,0.0,0.0,0.079002,0.236664,0.0,0.0,0.026334
1036,115526,0.433924,0.53916,0.026916,0.0,0.53916,0.186035,0.813965,0.236880413,0.197043587,0.0,0.0,0.05320601,0.0,0.0,0.13282899,0.0,0.0
1037,115535,0.234623,0.765377,0.0,0.084284846,0.681092154,0.396502,0.603498,0.0,0.153967121,0.080655879,0.0,0.0,0.0991255,0.272793376,0.024583124,0.0,0.0
1038,115541,0.139751,0.860249,0.0,0.837882526,0.022366474,0.140285,0.859715,0.0,0.0,0.139751,0.0,0.0,0.0,0.0,0.0701425,0.0,0.0701425
1039,115545,0.838137,0.093592,0.068271,0.0,0.093592,0.0,1.0,0.0,0.770778444,0.067358556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,115560,0.53272,0.46728,0.0,0.0,0.46728,0.31336,0.68664,0.0,0.502639965,0.030080035,0.0,0.0,0.0,0.08962096,0.22373904,0.0,0.0
1041,115571,0.070721,0.909591,0.019688,0.049685499,0.859905501,0.154875,0.845125,0.038131349,0.032589651,0.0,0.0,0.03871875,0.03871875,0.03871875,0.03871875,0.0,0.0
1042,115587,0.0,1.0,0.0,0.026,0.974,0.026,0.974,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0
1043,115597,0.629859,0.352705,0.017436,0.0,0.352705,0.039927,0.960073,0.051544511,0.578314489,0.0,0.0,0.0,0.039927,0.0,0.0,0.0,0.0
1044,115617,0.182252,0.80548,0.012268,0.0,0.80548,0.725485,0.274515,0.082277119,0.099974881,0.0,0.059216262,0.070652808,0.03620678,0.232978625,0.146273737,0.145599036,0.034558478
1045,115659,0.023365,0.976635,0.0,0.031499409,0.945135591,0.105828,0.894172,0.023365,0.0,0.0,0.0423312,0.0,0.0211656,0.0,0.0423312,0.0,0.0
1046,115662,0.424912,0.575088,0.0,0.410612832,0.164475168,0.114353,0.885647,0.0,0.193356631,0.231555369,0.0,0.0,0.0571765,0.0571765,0.0,0.0,0.0
1047,115675,0.06281,0.933509,0.003682,0.016596857,0.916912143,0.195647,0.804353,0.018161072,0.044648928,0.0,0.0,0.0,0.0,0.0978235,0.0978235,0.0,0.0
1048,115716,0.687557,0.300058,0.012384,0.0,0.300058,0.141698,0.858302,0.152031916,0.535525084,0.0,0.0,0.0354245,0.070849,0.0354245,0.0,0.0,0.0
1049,115718,0.498296,0.485204,0.0165,0.0,0.485204,0.035913,0.964087,0.0,0.386381708,0.111914292,0.0,0.0,0.035913,0.0,0.0,0.0,0.0
1050,115736,0.566568,0.418752,0.01468,0.358870464,0.059881536,0.189661,0.810339,0.0,0.301287831,0.265280169,0.0,0.0,0.063157113,0.0,0.126503887,0.0,0.0
1051,115753,0.541856,0.451599,0.006545,0.3161193,0.1354797,0.05384,0.94616,0.031402181,0.250287079,0.26016674,0.0,0.0,0.0,0.0,0.05384,0.0,0.0
1052,115766,0.295999,0.688329,0.015672,0.109104965,0.579224035,0.154077,0.845923,0.0,0.295999,0.0,0.0,0.0,0.03851925,0.0770385,0.03851925,0.0,0.0
1053,115777,0.108783,0.875493,0.015723,0.0,0.875493,0.321624,0.678376,0.037426574,0.071356426,0.0,0.0,0.0,0.142801056,0.178822944,0.0,0.0,0.0
1054,115787,0.69235,0.262348,0.045302,0.0,0.262348,0.217492,0.782508,0.405973962,0.286376038,0.0,0.0,0.0,0.0,0.0,0.172811531,0.044680469,0.0
1055,115815,0.023888,0.976112,0.0,0.030395152,0.945716848,0.724559,0.275441,0.0,0.023888,0.0,0.724559,0.0,0.0,0.0,0.0,0.0,0.0
1056,115818,0.340636,0.628009,0.031356,0.575884253,0.052124747,0.359592,0.640408,0.0,0.137334216,0.203301784,0.0,0.0,0.039914712,0.079829424,0.199933152,0.039914712,0.0
1057,115824,0.0,0.990797,0.009203,0.08546714,0.90532986,0.167839,0.832161,0.0,0.0,0.0,0.0,0.0335678,0.0335678,0.0,0.0671356,0.0335678,0.0
1058,115838,0.533755,0.440828,0.025417,0.0,0.440828,0.046642,0.953358,0.217466732,0.316288268,0.0,0.0,0.0,0.0,0.0,0.046642,0.0,0.0
1059,115840,0.256938,0.743062,0.0,0.256619434,0.486442566,0.071375,0.928625,0.0,0.092993313,0.163944687,0.0,0.0,0.0,0.023791643,0.023791643,0.023791643,0.0
1060,115845,0.604026,0.332333,0.063641,0.0,0.332333,0.073728,0.926272,0.102573883,0.501452117,0.0,0.006776193,0.0,0.0,0.030271906,0.036679827,0.0,0.0
1061,115854,0.872,0.128,0.0,0.0,0.128,0.0,1.0,0.851072,0.020928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,115858,0.111,0.861,0.028,0.777483,0.083517,0.543,0.457,0.0,0.0,0.111,0.0,0.0,0.028779,0.0,0.0,0.228603,0.285618
1063,115869,0.717,0.283,0.0,0.043582,0.239418,0.508131,0.491869,0.02151,0.69549,0.0,0.019328287,0.0,0.078330426,0.0584935,0.293485287,0.0584935,0.0
1064,115870,0.328066,0.573085,0.098849,0.0,0.573085,0.443208,0.556792,0.0,0.168184347,0.159881653,0.0,0.0,0.049196088,0.246423648,0.147588264,0.0,0.0
1065,115883,0.871705,0.128295,0.0,0.0641475,0.0641475,0.254497,0.745503,0.0,0.473022873,0.398682127,0.0,0.0,0.028249167,0.0,0.141500332,0.084747501,0.0
1066,115886,0.900803,0.037684,0.061514,0.0,0.037684,0.126753,0.873247,0.528797484,0.372005516,0.0,0.0,0.0,0.05703885,0.0,0.06971415,0.0,0.0
1067,115891,0.72021,0.153792,0.125998,0.0,0.153792,0.151781,0.848219,0.667683644,0.052526356,0.0,0.0,0.0,0.0,0.0,0.11383575,0.03794525,0.0
1068,115905,0.146,0.792,0.062,0.020592,0.771408,0.133,0.867,0.104244,0.041756,0.0,0.022211,0.0,0.044289,0.0,0.044289,0.0,0.022211
1069,115918,0.560578,0.439422,0.0,0.0,0.439422,0.286298,0.713702,0.535909765,0.024668235,0.0,0.0,0.106609359,0.0,0.00200609,0.177682551,0.0,0.0
1070,115938,0.720373,0.10548,0.174148,0.0,0.10548,0.03833,0.96167,0.633981548,0.086391452,0.0,0.0,0.0,0.0,0.0,0.0,0.03833,0.0
1071,115942,0.658565,0.294781,0.046653,0.0,0.294781,0.089705,0.910295,0.658565,0.0,0.0,0.0,0.029901637,0.0,0.0,0.029901637,0.029901637,0.0
1072,115953,0.476641,0.493724,0.029635,0.0,0.493724,0.378601,0.621399,0.449788476,0.026852524,0.0,0.0,0.068836477,0.034418238,0.034418238,0.172091192,0.068836477,0.0
1073,116011,0.505992,0.462513,0.031495,0.069130893,0.393382107,0.251997,0.748003,0.0,0.4276781,0.0783139,0.06281,0.000757,0.06281,0.06281,0.06281,0.0,0.0
1074,116043,0.102801,0.882234,0.014964,0.0,0.882234,0.212251,0.787749,0.069943642,0.032857358,0.0,0.0,0.0,0.106288933,0.073409131,0.032553148,0.0,0.0
1075,116044,0.390801,0.606787,0.002412,0.0,0.606787,0.284916,0.715084,0.337586019,0.053214981,0.0,0.227979811,0.019484835,0.026800908,0.0,0.0,0.010650445,0.0
1076,116045,0.892,0.054,0.054,0.0,0.054,0.083,0.917,0.632428,0.259572,0.0,0.0,0.0,0.019026007,0.019026007,0.044947986,0.0,0.0
1077,116061,0.168073,0.804374,0.027553,0.03159018,0.77278382,0.127223,0.872777,0.133634674,0.034438326,0.0,0.09541725,0.0,0.03180575,0.0,0.0,0.0,0.0
1078,116064,0.041477,0.945556,0.012967,0.945556,0.0,0.124288,0.875712,0.0,0.012645591,0.028831409,0.041387904,0.0,0.0,0.0,0.0,0.0,0.082900096
1079,116118,0.104716,0.895284,0.0,0.0,0.895284,0.25165,0.74835,0.0,0.078537,0.026179,0.027961083,0.055922166,0.055922166,0.055922166,0.027961083,0.0,0.027961083
1080,116140,0.200271,0.772004,0.027726,0.0,0.772004,0.257794,0.742206,0.097960757,0.102310243,0.0,0.028643749,0.028643749,0.0,0.0,0.114574997,0.085931247,0.0
1081,116195,0.126329,0.869102,0.004569,0.247092651,0.622009349,0.053887,0.946113,0.0,0.00605697,0.12027203,0.0,0.0,0.053887,0.0,0.0,0.0,0.0
1082,116201,0.0,0.97476,0.02524,0.950551835,0.024208165,0.030177,0.969823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030177
1083,116208,0.688614,0.311386,0.0,0.0,0.311386,0.038454,0.961546,0.60029168,0.08832232,0.0,0.0,0.038454,0.0,0.0,0.0,0.0,0.0
1084,116210,0.862867,0.10754,0.029593,0.0,0.10754,0.351894,0.648106,0.688732674,0.174134326,0.0,0.0,0.095971699,0.063981367,0.0,0.159647974,0.03229296,0.0
1085,116214,0.677786,0.307063,0.015152,0.0,0.307063,0.0,1.0,0.08898788,0.574347723,0.014450398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,116228,0.666334,0.207792,0.125874,0.0,0.207792,0.43,0.57,0.165917166,0.47976048,0.020656354,0.0,0.07138,0.04773,0.19006,0.09718,0.0,0.02365
1087,116239,0.533649,0.417503,0.048848,0.324817334,0.092685666,0.093537,0.906463,0.001131336,0.033448586,0.499069078,0.0,0.002057814,0.0,0.091479186,0.0,0.0,0.0
1088,116249,0.600172,0.33759,0.062238,0.0,0.33759,0.897763,0.102237,0.359333779,0.240838221,0.0,0.0,0.0,0.023341838,0.0,0.236111669,0.638309493,0.0
1089,116265,0.466762,0.520215,0.013022,0.114536777,0.405678223,0.101288,0.898712,0.374737071,0.092024929,0.0,0.033762633,0.033762633,0.0,0.033762633,0.0,0.0,0.0
1090,116291,0.229901,0.770099,0.0,0.0,0.770099,0.230307,0.769693,0.0,0.206563979,0.023337021,0.038461269,0.0,0.076692231,0.038461269,0.076692231,0.0,0.0
1091,116306,0.073343,0.910173,0.016484,0.067676824,0.842496176,0.07724,0.92276,0.0,0.073343,0.0,0.025746641,0.0,0.025746641,0.0,0.025746641,0.0,0.0
1092,116328,0.026598,0.973402,0.0,0.017898916,0.955503084,0.054638,0.945362,0.0,0.026598,0.0,0.0,0.0,0.054638,0.0,0.0,0.0,0.0
1093,116386,0.503539,0.43499,0.06147,0.0,0.43499,0.297916,0.702084,0.440732581,0.062806419,0.0,0.0,0.0,0.0,0.058243174,0.239672826,0.0,0.0
1094,116417,0.48835,0.41193,0.09972,0.0,0.41193,0.234753,0.765247,0.013683079,0.446911061,0.027755861,0.0,0.0,0.029344125,0.0,0.05868825,0.146720625,0.0
1095,116422,0.20918,0.79082,0.0,0.0,0.79082,0.113281,0.886719,0.047520257,0.154541975,0.007117768,0.054057467,0.0,0.0,0.042272957,0.016950576,0.0,0.0
1096,116429,0.28907,0.71093,0.0,0.021800668,0.689129332,0.252367,0.747633,0.0,0.274839373,0.014230627,0.0252367,0.0,0.0252367,0.0,0.1009468,0.1009468,0.0
1097,116435,0.852918,0.044646,0.102436,0.0,0.044646,0.214823,0.785177,0.794487147,0.058430853,0.0,0.026852875,0.080558625,0.026852875,0.0,0.026852875,0.026852875,0.026852875
1098,116455,0.210338,0.788888,0.000774,0.589275669,0.199612331,0.07381,0.92619,0.004251352,0.0,0.206086648,0.0,0.0,0.036905,0.0,0.036905,0.0,0.0
1099,116517,0.726424,0.213757,0.059819,0.0,0.213757,0.0,1.0,0.15090369,0.558376704,0.017143606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,116518,0.222588,0.777412,0.0,0.253116018,0.524295982,0.106815,0.893185,0.0,0.013215717,0.209372283,0.0,0.0,0.0,0.044769051,0.030740182,0.031305767,0.0
1101,116524,0.760761,0.217217,0.022022,0.1086085,0.1086085,0.022,0.978,0.0,0.565245423,0.195515577,0.022,0.0,0.0,0.0,0.0,0.0,0.0
1102,116527,0.725388,0.203315,0.071296,0.067703895,0.135611105,0.228538,0.771462,0.340594329,0.384793671,0.0,0.0,0.0,0.02856725,0.14283625,0.02856725,0.0,0.02856725
1103,116542,0.242,0.697,0.061,0.060639,0.636361,0.71,0.29,0.242,0.0,0.0,0.67805,0.03195,0.0,0.0,0.0,0.0,0.0
1104,116551,0.418227,0.55294,0.028834,0.0,0.55294,0.0,1.0,0.367809317,0.050417683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,116557,0.187425,0.801238,0.011337,0.093801734,0.707436266,0.060751,0.939249,0.0,0.089598146,0.097826854,0.019299499,0.0,0.0,0.0,0.036899732,0.004551769,0.0
1106,116565,0.816718,0.125708,0.057574,0.0,0.125708,0.035117,0.964883,0.655048672,0.161669328,0.0,0.035117,0.0,0.0,0.0,0.0,0.0,0.0
1107,116582,0.719319,0.172467,0.108214,0.0,0.172467,0.174355,0.825645,0.704143527,0.015175473,0.0,0.074723497,0.024907832,0.0,0.0,0.024907832,0.049815664,0.0
1108,116596,0.242522,0.757478,0.0,0.0,0.757478,0.205229,0.794771,0.0,0.242522,0.0,0.068341257,0.034273243,0.068341257,0.034273243,0.0,0.0,0.0
1109,116614,0.73947,0.26053,0.0,0.0,0.26053,0.134955,0.865045,0.135799229,0.603670771,0.0,0.0,0.0,0.090014985,0.0,0.044940015,0.0,0.0
1110,116620,0.665076,0.317928,0.016996,0.0,0.317928,0.179642,0.820358,0.124864029,0.540211971,0.0,0.0,0.0,0.0449105,0.0449105,0.0449105,0.0449105,0.0
1111,116638,0.178751,0.821249,0.0,0.016586766,0.804662234,0.732265,0.267735,0.016823687,0.149362012,0.012565302,0.0,0.0,0.04544583,0.595194511,0.0,0.091624658,0.0
1112,116667,0.343,0.657,0.0,0.632034,0.024966,0.021,0.979,0.0,0.0,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.021
1113,116669,0.752375,0.247625,0.0,0.0,0.247625,0.071619,0.928381,0.415277143,0.337097857,0.0,0.071619,0.0,0.0,0.0,0.0,0.0,0.0
1114,116692,0.530455,0.439381,0.030164,0.0,0.439381,0.142875,0.857125,0.102672218,0.427782782,0.0,0.028575,0.0,0.028575,0.05715,0.028575,0.0,0.0
1115,116695,0.575568,0.400044,0.024388,0.400044,0.0,0.042458,0.957542,0.0,0.0,0.575568,0.0,0.0,0.0,0.0,0.042458,0.0,0.0
1116,116719,0.686476,0.269363,0.044161,0.0,0.269363,0.058199,0.941801,0.117737499,0.568738501,0.0,0.0,0.0,0.0,0.0,0.0,0.058199,0.0
